path,file_type,phase,category,status,canonical,superseded_by,evidence_level,recommended_destination,notes
archive/superseded/round5/run_p8.py,file,redteam,script,SUPERSEDED,FALSE,,secondary,archive/superseded/round5/run_p8.py,round5 scripts; superseded by round51
archive/superseded/round5/run_strict.py,file,redteam,script,SUPERSEDED,FALSE,,secondary,archive/superseded/round5/run_strict.py,round5 scripts; superseded by round51
archive/superseded/round5/run_strict_oos.py,file,redteam,script,SUPERSEDED,FALSE,,secondary,archive/superseded/round5/run_strict_oos.py,round5 scripts; superseded by round51
src/round51/build_pit_st.py,file,strict_c,script,ACCEPTED,FALSE,,primary,src/round51/build_pit_st.py,STRICT_C frozen engine scripts (round51)
src/round51/round51_audit.py,file,strict_c,script,ACCEPTED,FALSE,,primary,src/round51/round51_audit.py,STRICT_C frozen engine scripts (round51)
src/round51/run_pit_top10_impact.py,file,strict_c,script,ACCEPTED,FALSE,,primary,src/round51/run_pit_top10_impact.py,STRICT_C frozen engine scripts (round51)
src/round51/run_strict_v2.py,file,strict_c,script,ACCEPTED,FALSE,,primary,src/round51/run_strict_v2.py,STRICT_C frozen engine scripts (round51)
src/round51/run_strict_v2_oos.py,file,strict_c,script,ACCEPTED,FALSE,,primary,src/round51/run_strict_v2_oos.py,STRICT_C frozen engine scripts (round51)
src/run_strict_c.py,file,strict_c,script,ACCEPTED,FALSE,,primary,src/run_strict_c.py,STRICT_C runner (canonical engine entry)
src/run_strict_c_math.py,file,strict_c,script,ACCEPTED,FALSE,,secondary,src/run_strict_c_math.py,STRICT_C math verification
archive/invalid/scan_pool.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/scan_pool.py,original pool scan
src/semantic_touch.py,file,strict_c,script,ACCEPTED,FALSE,,secondary,src/semantic_touch.py,semantic touch test for STRICT_C
archive/invalid/signal_frequency.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/signal_frequency.py,original signal freq
research/portfolio/slot_contention_path_audit.py,file,p31,script,ACCEPTED,FALSE,,primary,research/portfolio/slot_contention_path_audit.py,P3.1 audit script
research/execution/stop_loss_counterfactual_phase_a.py,file,stopA,script,CLOSED,FALSE,,primary,research/execution/stop_loss_counterfactual_phase_a.py,stop counterfactual Phase A
research/execution/stop_loss_sensitivity.py,file,stopA,script,CLOSED,FALSE,,secondary,research/execution/stop_loss_sensitivity.py,stop sensitivity helper (pre-counterfactual)
archive/invalid/strategy_bearish_exit.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/strategy_bearish_exit.py,original bearish-exit variant
archive/invalid/strategy_improved.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/strategy_improved.py,original strategy variant
archive/invalid/strategy_multi_pool.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/strategy_multi_pool.py,original multi-pool variant
archive/invalid/strategy_multi_tp.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/strategy_multi_tp.py,original multi-TP variant
archive/invalid/strategy_optimized.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/strategy_optimized.py,original strategy (lookahead)
archive/invalid/strategy_v8_multi.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/strategy_v8_multi.py,original v8 multi
archive/invalid/strategy_v8_multi_combined.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/strategy_v8_multi_combined.py,original v8 combined
archive/invalid/strategy_v8_multi_fast.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/strategy_v8_multi_fast.py,original v8 fast
archive/invalid/stress_test_v2.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/stress_test_v2.py,original stress test
src/strict_c_attribution.py,file,strict_c,script,ACCEPTED,FALSE,,secondary,src/strict_c_attribution.py,STRICT_C attribution
src/strict_c_corrected.py,file,strict_c,script,ACCEPTED,FALSE,,primary,src/strict_c_corrected.py,STRICT_C corrected semantics
research/market_state/temporal_clustering_phase_t1.py,file,temporal,script,ACCEPTED,FALSE,,primary,research/market_state/temporal_clustering_phase_t1.py,T1 temporal clustering
archive/invalid/test_multi3.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/test_multi3.py,original test
archive/invalid/test_timestop.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/test_timestop.py,original time-stop experiment
archive/invalid/test_vbt_multi3.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/test_vbt_multi3.py,original vbt test
archive/invalid/test_vbt_quick.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/test_vbt_quick.py,original vbt test
tests/test_backtest_invariants.py,file,governance,test,INFRASTRUCTURE,FALSE,,infra,tests/test_backtest_invariants.py,invariant/parity tests
archive/invalid/top10_selection.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/top10_selection.py,original Top10 selection
archive/superseded/trade_max_drawdown.py,file,tradepath,script,SUPERSEDED,FALSE,full_market_trade_path_audit.py,secondary,archive/superseded/trade_max_drawdown.py,max drawdown audit
archive/superseded/trade_path_quality_audit.py,file,tradepath,script,SUPERSEDED,FALSE,full_market_trade_path_audit.py,secondary,archive/superseded/trade_path_quality_audit.py,primary-only path quality audit
archive/invalid/walk_forward.py,file,original,script,INVALID,FALSE,,invalid,archive/invalid/walk_forward.py,original walk-forward (optimistic)
MIGRATION_MAP.csv,csv,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,MIGRATION_MAP.csv,R0 repository governance
REPO_INVENTORY.csv,csv,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,REPO_INVENTORY.csv,R0 governance
tools/r0_build_inventory.py,other,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,tools/r0_build_inventory.py,R0 governance
tools/r0_migrate.py,other,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,tools/r0_migrate.py,R0 repository governance
BROKEN_LINK_AUDIT.md,md,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,BROKEN_LINK_AUDIT.md,R0 repository governance/integrity doc
CANONICAL_ARTIFACT_INTEGRITY.csv,csv,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,CANONICAL_ARTIFACT_INTEGRITY.csv,R0 repository governance/integrity doc
CURRENT_STATUS.md,md,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,CURRENT_STATUS.md,R0 repository governance/integrity doc
DUPLICATE_FILE_AUDIT.csv,csv,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,DUPLICATE_FILE_AUDIT.csv,R0 repository governance/integrity doc
LARGE_FILES_REPORT.md,md,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,LARGE_FILES_REPORT.md,R0 repository governance/integrity doc
RESEARCH_MAP.md,md,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,RESEARCH_MAP.md,R0 repository governance/integrity doc
archive/invalid/README.md,md,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,archive/invalid/README.md,R0 repository governance/integrity doc
archive/superseded/README.md,md,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,archive/superseded/README.md,R0 repository governance/integrity doc
results/current/01_strict_c_summary.json,json,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,results/current/01_strict_c_summary.json,R0 current summary (<=15 files)
results/current/02_independent_primary_summary.csv,csv,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,results/current/02_independent_primary_summary.csv,R0 current summary (<=15 files)
results/current/03_fullmarket_primary_secondary_compare.csv,csv,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,results/current/03_fullmarket_primary_secondary_compare.csv,R0 current summary (<=15 files)
results/current/04_temporal_effective_sample_size.csv,csv,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,results/current/04_temporal_effective_sample_size.csv,R0 current summary (<=15 files)
results/current/05_t2r_master_table.csv,csv,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,results/current/05_t2r_master_table.csv,R0 current summary (<=15 files)
results/current/06_t3_portfolio_summary.csv,csv,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,results/current/06_t3_portfolio_summary.csv,R0 current summary (<=15 files)
results/current/07_p11_ranking_master.csv,csv,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,results/current/07_p11_ranking_master.csv,R0 current summary (<=15 files)
results/current/08_p2_validation_master.csv,csv,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,results/current/08_p2_validation_master.csv,R0 current summary (<=15 files)
results/current/09_p3_portfolio_summary.csv,csv,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,results/current/09_p3_portfolio_summary.csv,R0 current summary (<=15 files)
results/current/10_p31_mechanism_summary.json,json,R0,INFRASTRUCTURE,INFRASTRUCTURE,FALSE,,INFRASTRUCTURE,results/current/10_p31_mechanism_summary.json,R0 current summary (<=15 files)
research/portfolio/registries/PORTFOLIO_ARCHITECTURE_P4_REGISTRY.csv,file,p4,registry,ACTIVE,FALSE,,primary,research/portfolio/registries/PORTFOLIO_ARCHITECTURE_P4_REGISTRY.csv,P4-A preregister; SHA 5f30974c
research/portfolio/registries/PORTFOLIO_ARCHITECTURE_P4_REGISTRY.sha256,file,p4,registry,ACTIVE,FALSE,,primary,research/portfolio/registries/PORTFOLIO_ARCHITECTURE_P4_REGISTRY.sha256,SHA256 5f30974cd45a2849a9f0bf1c3252f2a14ad1ea236c26a4f2f16a5f65f8ee6545
research/portfolio/portfolio_architecture_p4.py,file,p4,script,ACTIVE,FALSE,,primary,research/portfolio/portfolio_architecture_p4.py,P4 structural ablation engine
research/portfolio/PORTFOLIO_ARCHITECTURE_P4.md,file,p4,report,ACTIVE,TRUE,,primary,research/portfolio/PORTFOLIO_ARCHITECTURE_P4.md,CANONICAL P4; D classification; PENDING EXTERNAL AUDIT
results/evidence/p4/p4_portfolio_summary.csv,file,p4,result,ACTIVE,FALSE,,primary,results/evidence/p4/p4_portfolio_summary.csv,A0-A3 portfolio metrics
results/evidence/p4/p4_yearly.csv,file,p4,result,ACTIVE,FALSE,,primary,results/evidence/p4/p4_yearly.csv,yearly returns
results/evidence/p4/p4_signal_capture.csv,file,p4,result,ACTIVE,FALSE,,primary,results/evidence/p4/p4_signal_capture.csv,candidate/queued/executed/blocked
results/evidence/p4/p4_ranking_actionability.csv,file,p4,result,ACTIVE,FALSE,,primary,results/evidence/p4/p4_ranking_actionability.csv,actionable days per arch
results/evidence/p4/p4_position_occupancy.csv,file,p4,result,ACTIVE,FALSE,,primary,results/evidence/p4/p4_position_occupancy.csv,per position occupancy
results/evidence/p4/p4_path_divergence.csv,file,p4,result,ACTIVE,FALSE,,primary,results/evidence/p4/p4_path_divergence.csv,vs A0 path divergence
results/evidence/p4/p4_trade_set_diff.csv,file,p4,result,ACTIVE,FALSE,,primary,results/evidence/p4/p4_trade_set_diff.csv,entry-level trade set diff
results/evidence/p4/p4_deep_mae_occupancy.csv,file,p4,result,ACTIVE,FALSE,,primary,results/evidence/p4/p4_deep_mae_occupancy.csv,A0 deep-MAE occupancy (descriptive)
results/evidence/p4/p4_full_block_ledger.csv,file,p4,result,ACTIVE,FALSE,,primary,results/evidence/p4/p4_full_block_ledger.csv,A0 full-block dates
results/evidence/p4/p4_blocked_episode_outcomes.csv,file,p4,result,ACTIVE,FALSE,,primary,results/evidence/p4/p4_blocked_episode_outcomes.csv,blocked candidate outcome coverage 27.2%
results/evidence/p4/p4_blocked_opportunities.csv,file,p4,result,ACTIVE,FALSE,,primary,results/evidence/p4/p4_blocked_opportunities.csv,blocked K/held per arch
results/evidence/p4/p4_interaction_decomposition.csv,file,p4,result,ACTIVE,FALSE,,primary,results/evidence/p4/p4_interaction_decomposition.csv,slot/layer/interaction decomposition
research/portfolio/MARGINAL_ADMISSION_P41.md,file,p4.1,report,ACTIVE,TRUE,,primary,research/portfolio/MARGINAL_ADMISSION_P41.md,CANONICAL P4.1; C BOTH (marginal admission / capacity shadow-price); WAITING EXTERNAL AUDIT
research/portfolio/marginal_admission_p41.py,file,p4.1,code,ACTIVE,FALSE,,primary,research/portfolio/marginal_admission_p41.py,P4.1 script (preregistered; registry SHA 6efc564f)
research/portfolio/registries/MARGINAL_ADMISSION_P41_REGISTRY.csv,file,p4.1,registry,ACTIVE,FALSE,,registry,research/portfolio/registries/MARGINAL_ADMISSION_P41_REGISTRY.csv,P4.1 preregistration
research/portfolio/registries/MARGINAL_ADMISSION_P41_REGISTRY.sha256,file,p4.1,registry,ACTIVE,FALSE,,registry,research/portfolio/registries/MARGINAL_ADMISSION_P41_REGISTRY.sha256,P4.1 registry SHA256
results/evidence/p41/p41_trade_groups.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_trade_groups.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_independent_coverage.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_independent_coverage.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_independent_quality.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_independent_quality.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_independent_eventday.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_independent_eventday.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_independent_bootstrap.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_independent_bootstrap.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_admission_state.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_admission_state.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_marginal_rank.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_marginal_rank.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_congestion.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_congestion.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_common_matched.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_common_matched.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_common_matched_summary.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_common_matched_summary.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_pnl_bridge.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_pnl_bridge.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_a1only_actual.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_a1only_actual.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_temporal_concentration.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_temporal_concentration.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_market_state_overlay.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_market_state_overlay.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_mae_holding.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_mae_holding.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_capacity_shadow.csv,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_capacity_shadow.csv,P4.1 marginal admission audit result
results/evidence/p41/p41_summary.json,file,p4.1,result,ACTIVE,FALSE,,primary,results/evidence/p41/p41_summary.json,P4.1 marginal admission audit result
research/execution/registries/STOP_LOSS_SEMANTICS_S0_REGISTRY.csv,file,s0,registry,ACTIVE,TRUE,,primary,research/execution/registries/,S0 preregistration registry
research/execution/registries/STOP_LOSS_SEMANTICS_S0_REGISTRY.sha256,file,s0,registry,ACTIVE,TRUE,,primary,research/execution/registries/,S0 registry sha256
research/execution/stop_loss_semantics_s0.py,file,s0,code,ACTIVE,TRUE,,primary,research/execution/,S0 remediation script
research/execution/STOP_LOSS_SEMANTICS_S0.md,file,s0,report,ACTIVE,TRUE,,primary,research/execution/,S0 canonical report
research/execution/figures/s0_threshold_means.png,file,s0,figure,ACTIVE,FALSE,,secondary,research/execution/figures/,S0 threshold means figure
results/evidence/s0/s0_old_parity.csv,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 old raw parity vs canonical
results/evidence/s0/s0_parity_2025_boundary.csv,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 boundary-2025 excluded episodes
results/evidence/s0/s0_adjfactor_semantics_audit.csv,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 adj-factor semantics audit
results/evidence/s0/s0_threshold_summary.csv,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 baseline/old/adjusted threshold summary
results/evidence/s0/s0_samebar_bounds.csv,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 same-bar bounds
results/evidence/s0/s0_gap_stops.csv,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 gap stops
results/evidence/s0/s0_execution_delays.csv,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 execution delays
results/evidence/s0/s0_saved_losers.csv,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 saved losers old vs adj
results/evidence/s0/s0_killed_winners.csv,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 killed winners old vs adj
results/evidence/s0/s0_deep_mae_subset.csv,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 deep-MAE subset
results/evidence/s0/s0_factor_changed_subset.csv,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 factor changed vs unchanged subset
results/evidence/s0/s0_eventday.csv,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 event-day inference
results/evidence/s0/s0_bootstrap.csv,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 block bootstrap
results/evidence/s0/s0_invariants.json,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 invariants I1-I7
results/evidence/s0/s0_summary.json,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0 summary + classification
results/evidence/s0/s0_delta_block_bootstrap.csv,file,s0,result,ACTIVE,FALSE,,primary,results/evidence/s0/,S0.1 paired delta block bootstrap (primary inference)
research/risk/registries/FAILURE_STATE_F1_REGISTRY.csv,file,f1,registry,ACTIVE,TRUE,,primary,research/risk/registries/,F1 preregistration registry (18 primary + 3 secondary; commit 1de126b)
research/risk/registries/FAILURE_STATE_F1_REGISTRY.sha256,file,f1,registry,ACTIVE,TRUE,,primary,research/risk/registries/,F1 registry sha256 (a052309e...)
research/risk/failure_state_f1.py,file,f1,code,ACTIVE,TRUE,,primary,research/risk/,F1 failure-state taxonomy script
research/risk/FAILURE_STATE_F1.md,file,f1,report,ACTIVE,TRUE,,primary,research/risk/,F1 canonical report (DEVELOPMENT DIAGNOSTIC)
results/evidence/f1/f1_base_rates.csv,file,f1,result,ACTIVE,FALSE,,primary,results/evidence/f1/,F1 D10/D20/D30 base recovery rates
research/risk/registries/FAILURE_STATE_F2_ACTIONABILITY_REGISTRY.csv,csv,F2,registry,ACTIVE,Y,,high,research/risk/registries/,"F2-A prereg, SHA 9ed07a57..."
research/risk/registries/FAILURE_STATE_F2_ACTIONABILITY_REGISTRY.sha256,sha256,F2,registry,ACTIVE,Y,,high,research/risk/registries/,
research/risk/failure_state_f2.py,py,F2,code,ACTIVE,Y,,infra,research/risk/,oracle value-of-information bound
research/risk/FAILURE_STATE_F2.md,md,F2,report,ACTIVE,Y,,high,research/risk/,"F2 canonical report, D classification"
results/evidence/f2/f2_break_even_frontier.csv,csv,F2,result,ACTIVE,N,,medium,results/evidence/f2/,
results/evidence/f2/f2_calendar_bootstrap.csv,csv,F2,result,ACTIVE,N,,medium,results/evidence/f2/,
results/evidence/f2/f2_capital_days.csv,csv,F2,result,ACTIVE,N,,medium,results/evidence/f2/,
results/evidence/f2/f2_confusion_value_grid.csv,csv,F2,result,ACTIVE,N,,high,results/evidence/f2/,
results/evidence/f2/f2_eventday.csv,csv,F2,result,ACTIVE,N,,medium,results/evidence/f2/,
results/evidence/f2/f2_fp_cost.csv,csv,F2,result,ACTIVE,N,,medium,results/evidence/f2/,
results/evidence/f2/f2_layer_subset.csv,csv,F2,result,ACTIVE,N,,medium,results/evidence/f2/,
results/evidence/f2/f2_market_state.csv,csv,F2,result,ACTIVE,N,,medium,results/evidence/f2/,
results/evidence/f2/f2_oracle_episode.csv,csv,F2,result,ACTIVE,N,,medium,results/evidence/f2/,
results/evidence/f2/f2_oracle_summary.csv,csv,F2,result,ACTIVE,Y,,high,results/evidence/f2/,
results/evidence/f2/f2_precision_recall.csv,csv,F2,result,ACTIVE,N,,medium,results/evidence/f2/,
results/evidence/f2/f2_summary.json,json,F2,result,ACTIVE,Y,,high,results/evidence/f2/,
results/evidence/f2/f2_tp_benefit.csv,csv,F2,result,ACTIVE,N,,medium,results/evidence/f2/,
